Provider Number	Hospital Name
241338	MAYO CLINIC HEALTH SYSTEM - LAKE CITY
241339	HENDRICKS COMMUNITY HOSPITAL
241340	ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER
241341	APPLETON MUNICIPAL HOSPITAL
241342	ORTONVILLE AREA HEALTH SERVICES
241343	MUNICIPAL HOSPITAL AND GRANITE MANOR
241344	LIFECARE MEDICAL CENTER
241345	MAYO CLINIC HEALTH SYSTEM - WASECA
241346	MAYO CLINIC HEALTH SYSTEM - CANNON FALLS
241347	SANFORD CANBY MEDICAL CENTER
241348	TYLER HEALTHCARE CENTER
241349	PAYNESVILLE AREA HOSPITAL
241350	MERCY HOSPITAL
241351	REDWOOD AREA HOSPITAL
241352	MAYO CLINIC HEALTH SYSTEM - SPRINGFIELD
241353	CUYUNA REGIONAL MEDICAL CENTER
241354	TRI COUNTY HOSPITAL
241355	GLENCOE REGIONAL HEALTH SERVICES
241356	MILLE LACS HEALTH SYSTEM
241357	ESSENTIA HEALTH FOSSTON
241359	AVERA MARSHALL REGIONAL MEDICAL CTR
241360	DEER RIVER HEALTHCARE CENTER
241361	MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE
241362	CENTRACARE HEALTH - MONTICELLO
241363	STEVENS COMMUNITY MEDICAL CENTER
241364	COMMUNITY MEMORIAL HOSPITAL
241365	SWIFT COUNTY BENSON HOSPITAL
241366	MEEKER MEMORIAL HOSPITAL
241367	FIRSTLIGHT HEALTH SYSTEM
241368	CENTRACARE HEALTH SYSTEM - SAUK CENTRE
241369	UNITED HOSPITAL DISTRICT
241370	ST GABRIELS HOSPITAL
241371	SANFORD LUVERNE MEDICAL CENTER
241372	MADISON HOSPITAL
241373	PERHAM HEALTH
241374	PIPESTONE COUNTY  MEDICAL CENTER ASHTON CC
241375	MINNESOTA VALLEY HEALTH CENTER  INC
241376	GLACIAL RIDGE HOSPITAL
241377	ST FRANCIS HEALTHCARE CAMPUS
241378	NEW ULM MEDICAL CENTER
241379	PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES
241380	ST JOSEPHS AREA  HEALTH SERVICES
241381	SANFORD MEDICAL CENTER THIEF RIVER FALLS
243302	CHILDREN'S HOSPITALS & CLINICS OF MN
250001	UNIVERSITY OF MISSISSIPPI MED CENTER
250002	TISHOMINGO HEALTH SERVICES INC
250004	NORTH MISSISSIPPI MEDICAL CENTER
250006	BAPTIST MEMORIAL HOSPITAL UNION COUNTY
250007	BILOXI REGIONAL MEDICAL CENTER
250009	MAGNOLIA REGIONAL HEALTH CENTER
250010	TIPPAH COUNTY HOSPITAL
250012	ALLIANCE HEALTHCARE SYSTEM
250015	GRENADA LAKE MEDICAL CENTER
250017	TRACE REGIONAL HOSP AND SWING BED
250019	MEMORIAL HOSPITAL AT GULFPORT
250020	WEBSTER GENERAL HOSPITAL/SWING BED
250025	GILMORE MEMORIAL HOSPITAL
250027	WINSTON MEDICAL CENTER & SWINGBED
250031	RIVER REGION HEALTH SYSTEM
250034	BAPTIST MEMORIAL HOSPITAL NORTH MS
250036	GEORGE COUNTY HOSPITAL
250038	MADISON RIVER OAKS MEDICAL CENTER
250040	SINGING RIVER HOSPITAL
250042	NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER
250043	NESHOBA COUNTY GENERAL HOSPITAL
250044	BAPTIST MEMORIAL HOSPITAL BOONEVILLE
250048	ST DOMINIC-JACKSON MEMORIAL HOSPITAL
250049	BEACHAM MEMORIAL HOSPITAL
250050	OCH REGIONAL MEDICAL CENTER
250051	KILMICHAEL HOSPITAL
250057	KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN
250058	SOUTH CENTRAL REG MED CTR
250059	MONTFORT JONES MEMORIAL HOSPITAL
250060	JEFFERSON COUNTY HOSPITAL
250061	YALOBUSHA GENERAL HOSPITAL
250067	CLAY COUNTY MEDICAL CENTER
250069	RUSH FOUNDATION HOSPITAL
250072	CENTRAL MISSISSIPPI MEDICAL CENTER
250077	WAYNE GENERAL HOSPITAL
250078	FORREST GENERAL HOSPITAL
250079	SHARKEY ISSAQUENA COMMUNITY HOSPITAL
250081	ANDERSON RMC SOUTH
250082	DELTA REGIONAL MEDICAL CENTER
250084	NATCHEZ REGIONAL MEDICAL CENTER
250085	MARION GENERAL HOSPITAL
250093	BOLIVAR MEDICAL CENTER
250094	WESLEY MEDICAL CENTER
250095	SOUTH SUNFLOWER COUNTY HOSPITAL
250096	CROSSGATES RIVER OAKS HOSPITAL
250097	SOUTHWEST MS REGIONAL MEDICAL CENTER
250099	GREENWOOD LEFLORE HOSPITAL
250100	BAPTIST MEM HOSP/GOLDEN TRIANGLE INC
250102	MISSISSIPPI BAPTIST MEDICAL CENTER
250104	ANDERSON REGIONAL MEDICAL CTR
250117	HIGHLAND COMMUNITY  HOSPITAL
250122	NATCHEZ COMMUNITY HOSPITAL/SWING BED
250123	GARDEN PARK MEDICAL CENTER
250124	MAGEE GENERAL HOSPITAL
250126	NORTH OAK REGIONAL MEDICAL CENTER
250128	TRI LAKES MEDICAL CENTER
250134	WHITFIELD MEDICAL SURGICAL HOSPITAL
250136	WOMAN'S HOSPITAL AT RIVER OAKS
250138	RIVER OAKS HOSPITAL
250141	BAPTIST MEMORIAL HOSPITAL DESOTO
250151	ALLIANCE HEALTH CENTER
250162	HANCOCK MEDICAL CENTER
250163	PATIENTS CHOICE MEDICAL CENTER
25042F	VA GULF COAST HEALTHCARE SYSTEM
25043F	G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER JACKSON
251300	LACKEY MEMORIAL HOSPITAL
251303	STONE COUNTY HOSPITAL
251304	TALLAHATCHIE CRITICAL ACCESS HOSPITAL
251305	LAWRENCE COUNTY HOSPITAL CAH
251306	PERRY COUNTY GENERAL HOSP
251308	PONTOTOC HEALTH SERVICE CAH
251309	FIELD MEMORIAL COMMUNITY HOSPITAL
251311	PATIENT'S CHOICE MEDICAL CENTER OF HUMPHREYS
251312	TYLER HOLMES MEMORIAL HOSPITAL CAH
251313	KINGS DAUGHTERS HOSPITAL CAH
251315	BAPTIST MEDICAL CENTER-LEAKE
251316	H C WATKINS MEMORIAL HOSPITAL INC
251317	SIMPSON GENERAL HOSPITAL CAH
251318	NORTH SUNFLOWER MEDICAL CENTER CAH
251319	HOLMES COUNTY HOSPITAL AND CLINICS
251320	CLAIBORNE COUNTY HOSPITAL
251322	LAIRD HOSPITAL INC
251323	SCOTT REGIONAL HOSPITAL CAH
251324	WALTHALL COUNTY GENERAL HOSPITAL CAH
251325	COVINGTON COUNTY HOSPITAL CAH
251326	JEFFERSON DAVIS COMMUNITY HOSPITAL CAH
251327	HARDY WILSON MEMORIAL HOSPITAL CAH
251329	GREENE COUNTY HOSPITAL CAH
251330	FRANKLIN COUNTY MEMORIAL HOSPITAL
251331	CALHOUN HEALTH SERVICES
251332	PIONEER HEALTH SERVICES OF NEWTON
251333	PEARL RIVER COUNTY HOSPITAL
251334	PIONEER COMMUNITY HOSPITAL OF CHOCTAW- CAH
251335	JOHN C STENNIS MEMORIAL HOSPITAL
260001	MERCY HOSPITAL JOPLIN
260004	COOPER COUNTY MEMORIAL HOSPITAL
260005	SSM ST JOSEPH HEALTH CENTER
260006	HEARTLAND REGIONAL MEDICAL CENTER
260009	BOTHWELL REGIONAL HEALTH CENTER
260011	ST MARYS HEALTH CENTER
260015	TWIN RIVERS REGIONAL MEDICAL CENTER
260017	PHELPS COUNTY REGIONAL MEDICAL CENTER
260020	MERCY HOSPITAL ST LOUIS
260022	NORTHEAST REGIONAL MEDICAL CENTER
260023	MERCY HOSPITAL JEFFERSON
260024	TEXAS COUNTY MEMORIAL HOSPITAL
260025	HANNIBAL REGIONAL HOSPITAL
260027	RESEARCH MEDICAL CENTER
260032	BARNES JEWISH HOSPITAL
260034	BATES COUNTY MEMORIAL HOSPITAL
260040	COX MEDICAL CENTER
260047	CAPITAL REGION MEDICAL CENTER
260048	TRUMAN MEDICAL CENTER HOSPITAL HILL
26004F	KANSAS CITY VA MEDICAL CENTER
260050	ST FRANCIS HOSPITAL & HEALTH SERVICES
260052	MERCY HOSPITAL WASHINGTON
260057	CAMERON REGIONAL MEDICAL CENTER
260059	MERCY HOSPITAL LEBANON
260061	NEVADA REGIONAL MEDICAL CENTER
260062	SAINT LUKES NORTHLAND HOSPITAL
260064	AUDRAIN MEDICAL CENTER
260065	MERCY HOSPITAL SPRINGFIELD
260068	BOONE HOSPITAL CENTER
260070	PEMISCOT COUNTY MEMORIAL HOSPITAL
260074	MOBERLY REGIONAL MEDICAL CENTER
260077	ST ANTHONY'S MEDICAL CENTER
260078	OZARKS MEDICAL CENTER
26007F	POPLAR BLUFF VA MEDICAL CENTER
260080	SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY
260081	SSM ST CLARE HEALTH CENTER
260085	ST JOSEPH MEDICAL CENTER
260091	SSM ST MARYS HEALTH CENTER
260094	COX MEDICAL CENTER BRANSON
260095	CENTERPOINT MEDICAL CENTER
260096	NORTH KANSAS CITY HOSPITAL
260097	WESTERN MISSOURI MEDICAL CENTER
26009F	ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER
260102	TRUMAN MEDICAL CENTER LAKEWOOD
260104	SSM DEPAUL HEALTH CENTER
260105	ST LOUIS UNIVERSITY HOSPITAL
260108	MISSOURI BAPTIST MEDICAL CENTER
260110	SOUTHEAST MISSOURI HOSPITAL
260113	MISSOURI DELTA MEDICAL CENTER
260116	MINERAL AREA REGIONAL MEDICAL CENTER
260119	POPLAR BLUFF REGIONAL MEDICAL CENTER
260137	FREEMAN HEALTH SYSTEM - FREEMAN WEST
260138	ST LUKES HOSPITAL OF KANSAS CITY
260141	UNIVERSITY OF MISSOURI HEALTH CARE
260142	FITZGIBBON HOSPITAL
260147	SAC-OSAGE HOSPITAL
260160	SOUTHEASTHEALTH CENTER OF STODDARD COUNTY
260162	BARNES-JEWISH WEST COUNTY HOSPITAL
260163	PARKLAND HEALTH CENTER
260175	GOLDEN VALLEY MEMORIAL HOSPITAL
260176	DES PERES HOSPITAL
260177	LIBERTY HOSPITAL
260179	ST LUKES HOSPITAL
260180	CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST
260183	SAINT FRANCIS MEDICAL CENTER
260186	LAKE REGIONAL HEALTH SYSTEM
260190	LEE'S SUMMIT MEDICAL CENTER
260191	BARNES-JEWISH ST PETERS HOSPITAL
260193	ST MARY'S MEDICAL CENTER
260195	CITIZENS MEMORIAL HOSPITAL
260200	SSM ST JOSEPH HOSPITAL WEST
260207	OZARKS COMMUNITY HOSPITAL
260209	CALLAWAY COMMUNITY HOSPITAL
260210	ST ALEXIUS HOSPITAL
260214	BELTON REGIONAL MEDICAL CENTER
260216	SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL
260219	PROGRESS WEST HEALTHCARE CENTER
260228	MERCY MCCUNE BROOKS HOSPITAL
26023F	COLUMBIA MO VA MEDICAL CENTER
261303	COMMUNITY HOSPITAL ASSOCIATION
261305	PUTNAM COUNTY MEMORIAL HOSPITAL
261306	SULLIVAN COUNTY MEMORIAL HOSPITAL
261307	PERSHING MEMORIAL HOSPITAL
261308	WASHINGTON COUNTY MEMORIAL HOSPITAL
261309	WRIGHT MEMORIAL HOSPITAL
261310	SCOTLAND COUNTY  HOSPITAL
261311	PERRY COUNTY MEMORIAL HOSPITAL
261312	HARRISON COUNTY COMMUNITY HOSPITAL
261314	HERMANN AREA DISTRICT HOSPITAL
261316	MERCY HOSPITAL AURORA
261317	MERCY HOSPITAL CASSVILLE
261318	SALEM MEMORIAL DISTRICT HOSPITAL
261319	LINCOLN COUNTY MEDICAL CENTER
261320	LAFAYETTE REGIONAL HEALTH CENTER
261321	HEDRICK MEDICAL CENTER
261324	CASS REGIONAL MEDICAL CENTER
261325	BARTON COUNTY MEMORIAL HOSPITAL
261327	RAY COUNTY MEMORIAL HOSPITAL
261328	NORTHWEST MEDICAL CENTER
261329	COX MONETT HOSPITAL
261330	STE GENEVIEVE COUNTY MEMORIAL HOSPITAL
261331	FREEMAN NEOSHO HOSPITAL
261332	CARROLL COUNTY MEMORIAL HOSPITAL
261333	PIKE COUNTY MEMORIAL HOSPITAL
261335	MERCY ST FRANCIS HOSPITAL
261337	MISSOURI BAPTIST SULLIVAN HOSPITAL
263302	CHILDRENS MERCY HOSPITAL
270003	ST PETER'S HOSPITAL
270004	BILLINGS CLINIC HOSPITAL
270012	BENEFIS HOSPITALS INC
270014	ST PATRICK HOSPITAL
270017	ST JAMES HEALTHCARE
270023	COMMUNITY MEDICAL CENTER INC
270032	NORTHERN MONTANA HOSPITAL
27003F	VA MONTANA HEALTHCARE SYSTEM
270049	ST VINCENT HEALTHCARE
270051	KALISPELL REGIONAL MEDICAL CENTER
270057	BOZEMAN DEACONESS HOSPITAL
270074	P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET
270086	GREAT FALLS CLINIC MEDICAL CENTER
270087	HEALTH CENTER NORTHWEST
271300	POPLAR COMMUNITY HOSPITAL
271302	DAHL MEMORIAL HEALTHCARE ASSOC
271303	GRANITE COUNTY MEDICAL CENTER
271304	MISSOURI RIVER MEDICAL CENTER
271305	MCCONE COUNTY HEALTH CENTER
271306	MOUNTAINVIEW MEDICAL CENTER
271307	TETON MEDICAL CENTER
271308	ROOSEVELT MEDICAL CENTER
271309	PRAIRIE COMMUNITY HOSPITAL
271310	GARFIELD COUNTY HEALTH CENTER
271311	BIG SANDY MEDICAL CENTER
271312	PHILLIPS COUNTY MEDICAL CENTER
271313	PIONEER MEDICAL CENTER
271316	FRANCES MAHON DEACONESS HOSPITAL
271317	LIVINGSTON HEALTHCARE
271318	BARRETT MEMORIAL HOSPITAL
271319	RUBY VALLEY HOSPITAL
271320	ST JOHN'S LUTHERAN HOSPITAL
271322	SHERIDAN MEMORIAL HOSPTIAL
271323	CLARK FORK VALLEY HOSPITAL
271324	PONDERA MEDICAL CENTER
271325	ST LUKE COMMUNITY HOSPITAL
271326	BEARTOOTH BILLINGS CLINIC
271327	ROSEBUD HEALTH CARE CENTER
271328	MARIAS MEDICAL CENTER
271330	STILLWATER BILLINGS CLINIC
271331	MINERAL COMMUNITY HOSPITAL
271332	GLENDIVE MEDICAL CENTER
271333	BROADWATER HEALTH CENTER
271334	LIBERTY MEDICAL CENTER
271335	COMMUNITY HOSPITAL OF ANACONDA
271336	NORTH VALLEY HOSPITAL
271337	NORTHERN ROCKIES MEDICAL CENTER
271338	BIG HORN CO MEMORIAL HOSPITAL
271339	P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE
271340	MARCUS DALY MEMORIAL HOSPITAL - CAH
271341	TRINITY HOSPITAL
271342	DANIELS MEMORIAL HOSPITAL
271343	PROVIDENCE ST JOSEPH MEDICAL CENTER
271344	SIDNEY HEALTH CENTER
271345	CENTRAL MONTANA MEDICAL CENTER
271346	ROUNDUP MEMORIAL HEALTHCARE
271347	HOLY ROSARY HEALTHCARE
280003	BRYAN MEDICAL CENTER
280009	GOOD SAMARITAN HOSPITAL
280013	THE NEBRASKA MEDICAL CENTER
280020	SAINT ELIZABETH REGIONAL MEDICAL CENTER
280023	ST FRANCIS MEDICAL CENTER
280030	ALEGENT CREIGHTON HLTH CREIGHTON UNIVERSITY MED CE
280032	MARY LANNING HEALTHCARE
280040	THE NEBRASKA METHODIST HOSPITAL
280060	ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER
280061	REGIONAL WEST MEDICAL CENTER
280065	GREAT PLAINS REGIONAL MEDICAL CENTER
28006F	OMAHA VA MEDICAL CENTER - VA NEBRASKA WESTERN IOWA
280077	FREMONT AREA MEDICAL CENTER
280081	ALEGENT HEALTH IMMANUEL MEDICAL CENTER
280105	ALEGENT HEALTH MIDLANDS HOSPITAL
280111	COLUMBUS COMMUNITY HOSPITAL
280125	FAITH REGIONAL HEALTH SERVICES
280127	LINCOLN SURGICAL HOSPITAL
280128	NEBRASKA HEART HOSPITAL
280129	NEBRASKA ORTHOPAEDIC HOSPITAL
280130	ALEGENT HEALTH LAKESIDE HOSPITAL
280131	MIDWEST SURGICAL HOSPITAL LLC
280132	BELLEVUE MEDICAL CENTER
280133	NEBRASKA SPINE HOSPITAL, LLC
281300	HARLAN COUNTY HEALTH SYSTEM
281301	FILLMORE COUNTY HOSPITAL
281302	PAWNEE COUNTY MEMORIAL HOSPITAL
281303	NIOBRARA VALLEY HOSPITAL
281304	THAYER COUNTY HEALTH SERVICES
281305	KIMBALL HEALTH SERVICES
281306	KEARNEY COUNTY HEALTH SERVICES HOSPITAL
281307	SAUNDERS MEDICAL CENTER
281308	HENDERSON HEALTH CARE SERVICES
281309	COMMUNITY MEMORIAL HOSPITAL
281310	GARDEN COUNTY HEALTH SERVICES
281311	FRANKLIN COUNTY MEMORIAL HOSPITAL
281312	GENOA COMMUNITY HOSPITAL
281313	GOTHENBURG MEMORIAL HOSPITAL
281314	ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER
281315	BRODSTONE MEMORIAL HOSP
281316	WEBSTER COUNTY COMMUNITY HOSPITAL
281317	TILDEN COMMUNITY HOSPITAL
281318	MORRILL COUNTY COMMUNITY HOSPITAL
281319	JEFFERSON COMMUNITY HEALTH CENTER
281320	MEMORIAL HOSPITAL
281321	OAKLAND MERCY HOSPITAL
281322	ST FRANCIS MEMORIAL HOSPITAL
281323	ALEGENT HEALTH MEMORIAL HOSPITAL
281324	NEMAHA COUNTY HOSPITAL
281325	BROWN COUNTY HOSPITAL
281326	ANTELOPE MEMORIAL HOSPITAL
281327	COZAD COMMUNITY HOSPITAL
281328	LITZENBERG MEMORIAL COUNTY HOSPITAL
281329	AVERA ST ANTHONY'S HOSPITAL
281330	WARREN MEMORIAL HOSPITAL
281331	AVERA CREIGHTON HOSPITAL
281332	BUTLER COUNTY HEALTH CARE CENTER
281333	ROCK COUNTY HOSPITAL
281334	BOONE COUNTY HEALTH CENTER
281335	CALLAWAY DISTRICT HOSPITAL
281336	YORK GENERAL HOSPITAL
281338	HOWARD COUNTY MEDICAL CENTER
281339	MEMORIAL HEALTH CARE SYSTEMS
281340	DUNDY COUNTY HOSPITAL
281341	CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES
281342	ST MARY'S COMMUNITY HOSPITAL
281343	WEST HOLT MEMORIAL HOSPITAL
281344	CHERRY COUNTY HOSPITAL
281345	PROVIDENCE MEDICAL CENTER
281346	ALEGENT HEALTH PLAINVIEW HOSPITAL
281347	OSMOND GENERAL HOSPITAL
281348	TRI VALLEY HEALTH SYSTEM
281349	PENDER COMMUNITY HOSPITAL
281350	JOHNSON COUNTY HOSPITAL
281351	CHASE COUNTY COMMUNITY HOSPITAL
281352	COMMUNITY MEDICAL CENTER, INC
281353	VALLEY COUNTY HEALTH SYSTEM
281354	CRETE AREA MEDICAL CENTER
281355	OGALLALA COMMUNITY HOSPITAL
281356	PERKINS COUNTY HEALTH SERVICES
281357	SIDNEY REGIONAL MEDICAL CENTER
281358	GORDON MEMORIAL HOSPITAL DISTRICT
281359	MEMORIAL COMMUNITY HOSPITAL
281360	BOX BUTTE GENERAL HOSPITAL
281361	LEXINGTON REGIONAL HEALTH CENTER
281362	PHELPS MEMORIAL HEALTH CENTER
281363	COMMUNITY HOSPITAL
281364	BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC
281365	JENNIE M MELHAM MEMORIAL MEDICAL CENTER
283301	CHILDREN'S HOSPITAL & MEDICAL CENTER
290001	RENOWN REGIONAL MEDICAL CENTER
290002	SOUTH LYON MEDICAL CENTER
290003	SUNRISE HOSPITAL AND MEDICAL CENTER
290005	NORTH VISTA HOSPITAL
290006	BANNER CHURCHILL COMMUNITY HOSPITAL
290007	UMC OF SOUTHERN NEVADA
290008	NORTHEASTERN NEVADA REGIONAL HOSPITAL
290009	SAINT MARY'S REGIONAL MEDICAL CENTER
290012	ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS
290019	CARSON TAHOE REGIONAL MEDICAL CENTER
290020	NYE REGIONAL MEDICAL CENTER
290021	VALLEY HOSPITAL MEDICAL CENTER
290022	DESERT SPRINGS HOSPITAL
29002F	VA SIERRA NEVADA HEALTHCARE SYSTEM
290032	NORTHERN NEVADA MEDICAL CENTER
290039	MOUNTAINVIEW HOSPITAL
290041	SUMMERLIN HOSPITAL MEDICAL CENTER
290045	ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS
290046	SPRING VALLEY HOSPITAL MEDICAL CENTER
290047	SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER
290049	RENOWN SOUTH MEADOWS MEDICAL CENTER
290051	SIERRA SURGERY HOSPITAL
290053	ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS
290054	CENTENNIAL HILLS HOSPITAL MEDICAL CENTER
291300	MOUNT GRANT GENERAL HOSPITAL
291301	INCLINE VILLAGE HEALTH CENTER
291302	WILLIAM BEE RIRIE HOSPITAL
291303	BATTLE MOUNTAIN GENERAL HOSPITAL
291304	PERSHING GENERAL HOSPITAL
291306	CARSON VALLEY MEDICAL CENTER
291307	MESA VIEW REGIONAL HOSPITAL
291308	HUMBOLDT GENERAL HOSPITAL
291309	BOULDER CITY HOSPITAL
291311	DESERT VIEW REGIONAL MEDICAL CENTER
291312	GROVER C DILS MEDICAL CENTER
300001	CONCORD HOSPITAL
300003	MARY HITCHCOCK MEMORIAL HOSPITAL
300005	LAKES REGION GENERAL HOSPITAL
300011	ST JOSEPH HOSPITAL
300012	ELLIOT HOSPITAL
300014	FRISBIE MEMORIAL HOSPITAL
300017	PARKLAND MEDICAL CENTER
300018	WENTWORTH-DOUGLASS HOSPITAL
300019	CHESHIRE MEDICAL CENTER
300020	SOUTHERN NH MEDICAL CENTER
300023	EXETER HOSPITAL INC
300029	PORTSMOUTH REGIONAL HOSPITAL
300034	CATHOLIC MEDICAL CENTER
301300	UPPER CONNECTICUT VALLEY HOSPITAL
301301	COTTAGE HOSPITAL
301302	LITTLETON REGIONAL HEALTHCARE
301303	WEEKS MEDICAL CENTER
301304	NEW LONDON HOSPITAL
301305	ALICE PECK DAY MEMORIAL HOSPITAL
301306	FRANKLIN REGIONAL HOSPITAL
301307	MEMORIAL HOSPITAL, THE
301308	VALLEY REGIONAL HOSPITAL
301309	MONADNOCK COMMUNITY HOSPITAL
301310	ANDROSCOGGIN VALLEY HOSPITAL
301311	SPEARE MEMORIAL HOSPITAL
301312	HUGGINS HOSPITAL
310001	HACKENSACK UNIVERSITY MEDICAL CENTER
310002	NEWARK BETH ISRAEL MEDICAL CENTER
310003	PALISADES MEDICAL CENTER
310005	HUNTERDON MEDICAL CENTER
310006	ST MARY'S HOSPITAL, PASSAIC
310008	HOLY NAME MEDICAL CENTER
310009	CLARA MAASS MEDICAL CENTER
310010	UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO
310011	CAPE REGIONAL MEDICAL CENTER INC
310012	VALLEY HOSPITAL
310014	COOPER UNIVERSITY HOSPITAL
310015	MORRISTOWN MEMORIAL HOSPITAL
310016	CAREPOINT HEALTH-CHRIST HOSPITAL
310017	CHILTON HOSPITAL
310019	ST JOSEPH'S REGIONAL MEDICAL CENTER
31001F	VA NEW JERSEY HEALTH CARE SYSTEM
310021	ST FRANCIS MEDICAL CENTER
310022	VIRTUA WEST JERSEY HOSPITALS BERLIN
310024	ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY
310025	CAREPOINT HEALTH - BAYONNE HOSPITAL CENTER
310027	TRINITAS REGIONAL MEDICAL CENTER
310028	NEWTON MEMORIAL HOSPITAL
310029	OUR LADY OF LOURDES MEDICAL CENTER
310031	DEBORAH HEART AND LUNG CENTER
310032	INSPIRA MEDICAL CENTER VINELAND
310034	RIVERVIEW MEDICAL CENTER
310038	ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL
310039	RARITAN BAY MEDICAL CENTER
310040	CAREPOINT HEALTH-HOBOKEN UMC
310041	COMMUNITY MEDICAL CENTER
310044	CAPITAL HEALTH MEDICAL CENTER - HOPEWELL
310045	ENGLEWOOD HOSPITAL AND MEDICAL CENTER
310047	SHORE MEDICAL CENTER
310048	SOMERSET MEDICAL CENTER
310050	SAINT CLARE'S HOSPITAL
310051	OVERLOOK HOSPITAL
310052	OCEAN MEDICAL CENTER
310054	HACKENSACK-UMC MOUNTAINSIDE
310057	VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY
310058	BERGEN REGIONAL MEDICAL CENTER
310060	ST LUKE'S WARREN HOSPITAL
310061	LOURDES MEDICAL CENTER OF BURLINGTON COUNTY
310064	ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV
310069	INSPIRA MEDICAL CENTER ELMER
310070	SAINT PETER'S UNIVERSITY HOSPITAL
310073	JERSEY SHORE UNIVERSITY MEDICAL CENTER
310074	LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS
310075	MONMOUTH MEDICAL CENTER
310076	SAINT BARNABAS MEDICAL CENTER
310081	INSPIRA MEDICAL CENTER WOODBURY
310083	EAST ORANGE GENERAL HOSPITAL
310084	KIMBALL MEDICAL CENTER
310086	KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV
310091	MEMORIAL HOSPITAL OF SALEM COUNTY
310092	CAPITAL HEALTH SYSTEM-FULD CAMPUS
310096	SAINT MICHAEL'S MEDICAL CENTER, INC
310108	JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY
310110	ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON
310111	CENTRASTATE MEDICAL CENTER
310112	BAYSHORE COMMUNITY HOSPITAL
310113	SOUTHERN OCEAN MEDICAL CENTER
310115	HACKETTSTOWN REGIONAL MEDICAL CENTER
310118	MEADOWLANDS HOSPITAL MEDICAL CENTER
310119	UNIVERSITY HOSPITAL
320001	UNM HOSPITAL
320002	ST VINCENT HOSPITAL
320003	ALTA VISTA REGIONAL HOSPITAL
320004	GERALD CHAMPION REGIONAL MEDICAL CENTER
320005	SAN JUAN REGIONAL MEDICAL CENTER
320006	EASTERN NEW MEXICO MEDICAL CENTER
320009	LOVELACE MEDICAL CENTER
320011	PRESBYTERIAN ESPANOLA HOSPITAL
320013	HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS
320016	GILA REGIONAL MEDICAL CENTER
320017	LOVELACE WOMEN'S HOSPITAL
320018	MEMORIAL MEDICAL CENTER INC
320021	PRESBYTERIAN HOSPITAL
320022	PLAINS REGIONAL MEDICAL CENTER
320030	ARTESIA GENERAL HOSPITAL
320033	LOS ALAMOS MEDICAL CENTER
320038	REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES
320057	SANTA FE PHS INDIAN HOSPITAL
320058	MESCALERO PHS INDIAN HOSPITAL
320059	NORTHERN NAVAJO MEDICAL CENTER
32005F	VA NEW MEXICO HEALTHCARE SYSTEM
320060	ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER
320061	GALLUP INDIAN MEDICAL CENTER
320062	CROWNPOINT HEALTHCARE FACILITY
320063	CARLSBAD MEDICAL CENTER
320065	LEA REGIONAL MEDICAL CENTER
320067	GUADALUPE COUNTY HOSPITAL
320070	DHHS USPHS INDIAN HEALTH SERVICES
320074	LOVELACE WESTSIDE HOSPITAL
320084	ROOSEVELT GENERAL HOSPITAL
320085	MOUNTAIN VIEW REGIONAL MEDICAL CENTER
320086	LOVELACE REGIONAL HOSPITAL - ROSWELL
320089	UNM SANDOVAL REGIONAL MEDICAL CENTER
321300	SIERRA VISTA HOSPITAL
321301	SOCORRO GENERAL HOSPITAL
321302	DR DAN C TRIGG MEMORIAL HOSPITAL
321304	UNION COUNTY GENERAL HOSPITAL
